image_name;oiv;sporulation;densite_sporulation;necrose;surface_necrosee;taille_necrose;ligne;colonne;experiment;sheet
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;a;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;b;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;c;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;a;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;0.0;;;b;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;0.0;;;c;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;a;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;b;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;c;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;9.0;a;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;9.0;b;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P1;9.0;0.0;;1.0;9.0;7.0;c;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;7.0;9.0;a;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;7.0;9.0;b;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;5.0;9.0;c;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;9.0;9.0;a;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;0.0;;;b;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;9.0;9.0;c;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;0.0;;;a;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;7.0;9.0;b;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;9.0;9.0;c;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;9.0;9.0;a;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;7.0;7.0;b;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P2;9.0;0.0;;1.0;7.0;7.0;c;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;7.0;a;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;7.0;7.0;b;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;7.0;9.0;c;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;9.0;a;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;9.0;b;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;9.0;c;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;7.0;1.0;7.0;1.0;9.0;9.0;a;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;7.0;b;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;7.0;7.0;c;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;7.0;a;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;7.0;b;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P3;9.0;0.0;;1.0;9.0;7.0;c;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;7.0;7.0;a;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;7.0;7.0;b;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;9.0;7.0;c;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;7.0;9.0;a;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;7.0;9.0;b;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;7.0;9.0;c;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;0.0;;;a;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;0.0;;;b;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;0.0;;;c;3;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;7.0;1.0;9.0;1.0;7.0;7.0;a;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;5.0;7.0;b;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P4;9.0;0.0;;1.0;7.0;7.0;c;4;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P5;9.0;0.0;;1.0;9.0;9.0;a;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P5;9.0;0.0;;1.0;9.0;7.0;b;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P5;9.0;0.0;;1.0;9.0;7.0;c;1;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P5;9.0;0.0;;1.0;7.0;7.0;a;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P5;9.0;0.0;;1.0;5.0;7.0;b;2;Exp22DM08_inoc1_saisie_V2;Fichier total
Exp22DM08-Inoc1-T3-P5;9.0;0.0;;1.0;5.0;7.0;c;2;Exp22DM08_inoc1_saisie_V2;Fichier total
